area,aspectratio,compactness,convexarea,eccentricity,equivalentdiameter,extent,majoraxislength,minoraxislength,perimeter,roundness,solidity,labels
-0.41360211335369074,0.40733981740736946,-0.4968754503433729,-0.4238926809710357,0.5920872258454213,-0.445472392996573,1.4412056016487729,-0.3596047506836059,-0.5152064859819661,-0.5147518947806496,0.1906310627907319,0.38184607075357946,1
-0.7800561861576216,-0.528265291581277,0.46977514619411487,-0.7872509892300988,-0.22603343603861747,-1.1741073653580916,1.4810358818092102,-1.279170210846003,-1.0211554637311948,-1.2157186444314632,0.6580057086473997,0.2694177950973568,1
-0.765874897325408,-0.49687726564790474,0.4341739189856688,-0.7737884332046732,-0.18897842472828172,-1.1400572547082264,-0.07827318064559594,-1.241257553958335,-0.9940146545551817,-1.1824827101766673,0.6214718989878418,0.3401947437739676,1
-0.04276207493154939,2.1967417314192113,-1.755058780830834,-0.05363317894359893,1.3264871999889745,0.11368402723333461,0.40811636963349446,0.6743120687484698,-0.3577701231764286,0.1539200657362016,-0.4681115295073854,0.3308552590474342,3
0.07714756690934227,0.11568227490689657,-0.19896804580099198,0.06705928934647983,0.38876203180141505,0.27300357977800627,0.5844839065470393,0.3011353923635934,0.17562668374281892,0.15550650095226087,0.04477960455896701,0.2898945665798207,2
-0.7607845190473033,-0.44044043683417006,0.37355718038781077,-0.7685994674356499,-0.12453875245983793,-1.1280010715119304,0.10399668989505358,-1.2205238368113336,-0.9923947251792847,-1.182056399391735,0.7003925028997069,0.32775833280093447,1
-0.3624590960843767,1.0757948891183815,-1.017873361950893,-0.3729571656010512,0.9460427328318345,-0.3608203366632737,0.07965848126684154,-0.12764589482058541,-0.5608766920206518,-0.4078573774178141,0.03514322529122582,0.37796832199767033,1
0.19526295008823877,-0.11990936167940293,0.009792582376003554,0.17729540344205316,0.1949366217487899,0.4223179812793732,0.23527618345821816,0.38709859477488406,0.38051500932759424,0.23065344450015393,0.2583229572331339,0.5021454275483624,2
-0.7301359229394451,-0.4090568822717811,0.3464885219545306,-0.73875964665308,-0.08986947206960424,-1.0571439709086117,1.116897782519724,-1.1477376436058648,-0.9321032608785453,-1.109676748638492,0.6011660099703688,0.3921962047112618,1
-0.36967600314706833,-0.36158863745397957,0.2913447453778737,-0.38174050312443575,-0.0389532585381759,-0.37258920855373834,0.08183642634343184,-0.47225930261773386,-0.29930477127462063,-0.5098714516416717,0.495091568808419,0.4574610357655118,3
